StatusExistingAcc,CreditHistory,Purpose,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,DurationMonth_C,CreditAmount_C,Age_C,rank
14,34,3,61,73,4,93,101,2,121,143,152,2,172,1,191,201,1,1,2,2,750
12,32,10,65,71,3,93,101,4,124,141,153,1,171,1,192,201,1,2,3,2,751
11,32,2,61,71,3,92,101,4,124,143,153,1,174,1,191,201,1,1,2,3,752
12,32,9,64,72,3,94,101,3,121,141,152,1,173,1,192,201,1,1,1,2,753
12,32,0,61,73,4,92,103,2,124,141,152,1,173,1,191,201,2,2,2,1,754
11,32,4,61,73,4,94,101,3,121,143,152,1,172,1,192,201,2,1,1,2,755
13,32,3,61,74,4,93,101,2,123,141,152,1,173,1,191,201,1,1,3,1,756
12,30,10,61,73,1,92,101,2,122,141,152,1,174,1,192,202,2,2,3,1,757
14,34,6,65,74,4,92,101,2,123,143,152,1,173,1,191,201,1,1,2,3,758
11,32,6,61,72,4,92,101,4,122,143,152,1,173,1,191,201,2,1,1,1,759
11,34,0,61,73,4,93,101,2,122,143,152,2,173,1,191,201,1,1,2,1,760
12,30,8,61,73,2,93,101,2,121,143,152,1,172,1,192,201,1,1,1,1,761
14,32,3,61,73,4,93,101,2,124,143,153,1,174,1,192,201,1,1,1,1,762
13,32,2,61,73,2,93,101,2,121,143,152,1,173,1,192,201,1,1,2,2,763
14,32,0,61,71,1,92,101,4,121,143,152,1,171,1,192,201,1,1,1,3,764
14,32,3,61,74,4,93,101,2,123,143,152,1,173,1,191,201,2,1,1,1,765
13,32,3,61,72,2,92,101,3,121,143,152,1,172,1,191,201,2,1,2,1,766
11,32,2,61,72,4,92,101,4,121,143,151,1,172,1,192,201,2,1,2,1,767
13,32,3,61,73,4,93,101,2,123,143,152,1,173,1,191,201,2,2,3,1,768
12,32,3,61,73,2,93,103,2,121,143,152,1,173,1,191,201,1,1,2,2,769
14,33,0,61,73,4,93,101,2,123,143,152,2,172,1,191,201,1,1,1,1,770
12,32,1,61,75,4,92,101,2,124,143,153,1,174,1,192,201,2,1,3,2,771
14,34,3,61,73,4,92,101,2,123,143,152,1,173,1,192,201,1,2,2,1,772
14,32,9,61,74,4,93,101,1,121,143,152,1,173,1,192,201,1,1,1,1,773
14,34,1,64,73,4,93,101,2,121,143,152,2,173,1,191,201,1,1,3,1,774
11,31,8,61,75,4,94,101,1,123,141,152,1,172,1,191,201,1,1,1,2,775
13,32,3,61,73,2,92,101,2,123,143,151,1,172,1,192,201,1,1,1,2,776
14,32,3,63,74,4,92,101,1,123,143,152,1,173,1,191,201,1,1,1,1,777
11,32,0,65,73,4,92,101,2,122,143,152,1,173,1,191,201,2,1,1,2,778
14,32,3,65,72,1,92,101,1,123,143,152,2,173,1,192,201,2,1,3,2,779
12,34,3,61,72,4,93,101,2,122,143,152,2,172,1,191,201,2,2,3,1,780
14,32,3,61,73,4,94,101,2,122,143,152,1,173,1,191,201,1,1,1,1,781
14,32,3,61,73,3,93,101,2,123,143,152,1,173,1,191,201,1,1,1,1,782
14,32,0,62,72,4,94,101,3,121,143,152,1,173,1,192,201,1,1,1,1,783
14,32,3,61,72,4,92,101,3,123,142,152,1,173,1,192,201,1,1,1,2,784
12,30,2,61,72,4,92,101,3,122,143,151,2,173,1,191,201,2,1,2,1,785
11,30,9,61,74,3,93,101,1,122,141,152,1,173,1,192,201,1,1,2,1,786
12,32,3,63,73,4,93,101,3,121,143,152,1,172,1,191,201,2,1,1,3,787
14,32,6,62,73,3,93,101,2,122,143,152,1,174,1,192,201,2,1,3,2,788
14,32,6,61,72,1,92,101,2,124,143,152,1,173,1,191,201,1,1,1,3,789
14,33,9,61,72,1,91,101,1,123,143,152,2,173,1,191,201,2,2,3,1,790
12,33,3,61,72,1,93,101,2,123,143,152,1,173,1,191,201,1,1,3,1,791
12,31,2,64,73,4,93,101,2,123,142,152,1,173,2,192,201,1,2,2,1,792
11,32,3,61,72,4,91,101,3,122,143,152,1,173,1,191,201,2,1,1,1,793
12,30,9,61,73,2,93,101,2,123,143,152,1,173,1,192,201,2,2,3,1,794
12,32,3,61,72,1,94,101,1,122,143,152,1,173,1,192,201,2,1,2,1,795
11,32,0,61,73,4,94,101,3,121,143,152,1,172,1,191,201,1,1,1,1,796
12,34,2,61,71,4,93,101,4,122,142,152,2,174,1,192,201,1,1,3,2,797
12,34,9,61,71,3,94,101,3,123,143,152,3,171,2,192,201,1,1,2,2,798
14,32,2,61,73,2,93,101,2,121,141,151,1,172,1,191,201,2,1,2,1,799
11,32,0,61,73,3,93,101,2,123,143,152,1,172,1,191,201,2,2,3,2,800
12,31,1,61,71,1,93,101,2,124,141,153,1,174,1,192,201,1,2,3,3,801
14,34,0,61,73,3,93,101,1,121,143,152,2,173,1,191,201,1,1,1,1,802
14,32,9,61,71,3,93,101,2,123,141,151,1,174,1,192,201,2,2,3,1,803
11,33,0,61,73,4,93,101,2,121,143,152,2,172,2,191,201,1,1,1,2,804
14,32,3,62,74,3,93,101,1,124,143,152,1,173,1,191,201,1,1,2,2,805
12,32,3,61,73,2,93,101,2,121,143,152,1,172,2,191,201,1,1,2,2,806
11,32,0,61,73,4,93,101,3,123,143,152,1,172,1,191,201,2,1,1,1,807
12,32,3,63,73,4,92,101,3,121,143,152,1,172,1,191,201,1,1,1,3,808
14,33,9,61,72,2,93,101,2,123,141,152,2,173,1,192,201,2,1,3,1,809
14,34,2,61,71,2,93,101,3,123,143,152,1,174,1,191,201,1,1,2,1,810
12,32,0,65,73,4,92,101,2,122,143,152,1,173,1,191,201,2,1,1,1,811
11,33,6,61,72,2,93,101,1,122,143,152,2,173,1,191,201,2,1,2,1,812
14,34,3,61,71,4,92,101,4,123,143,152,2,171,1,191,201,1,1,1,3,813
14,33,3,61,73,3,92,101,2,121,143,152,1,173,1,191,201,1,1,1,1,814
12,32,0,61,71,2,93,101,4,124,141,153,1,174,1,192,201,1,1,3,3,815
12,32,3,61,74,4,92,103,2,121,143,152,1,172,1,191,201,1,1,1,2,816
11,32,9,61,73,2,94,101,2,123,142,152,1,172,1,191,201,1,1,3,1,817
11,32,0,61,72,4,92,101,3,123,143,151,1,173,1,192,201,2,1,1,1,818
12,34,3,61,73,4,94,101,2,123,143,152,1,173,1,191,201,2,1,1,1,819
14,32,0,65,73,3,93,101,2,124,143,152,1,173,1,191,201,1,1,2,1,820
11,32,2,61,73,2,93,102,2,122,143,152,1,172,2,191,201,1,1,2,1,821
11,32,2,61,71,4,93,101,3,122,143,152,1,174,1,192,201,1,2,2,1,822
13,30,3,61,72,4,93,101,2,123,143,152,2,174,1,192,201,2,1,1,1,823
14,32,3,65,72,4,93,101,2,123,143,152,2,173,1,191,201,1,1,2,1,824
12,32,9,61,73,4,93,101,2,123,143,152,1,173,2,192,201,2,2,2,2,825
11,32,2,61,73,3,93,101,2,121,143,152,1,173,1,191,201,1,1,2,1,826
11,32,3,61,73,4,93,101,3,122,143,152,1,172,1,191,201,1,1,2,1,827
11,31,9,61,73,4,93,101,2,122,143,151,1,173,1,192,201,2,1,2,1,828
12,32,3,65,73,2,94,101,1,121,143,152,1,173,1,192,201,2,1,1,1,829
11,32,2,65,72,1,92,101,2,122,143,152,1,173,1,192,202,1,1,3,1,830
12,32,9,61,73,2,93,101,2,123,143,152,1,173,1,192,201,2,2,3,1,831
11,32,0,61,73,3,92,101,2,122,143,152,1,173,1,192,201,2,1,2,1,832
14,33,2,61,74,4,92,101,1,121,143,152,1,173,1,191,201,2,1,1,1,833
14,32,1,65,73,2,93,101,1,122,143,152,1,173,1,192,201,1,1,2,1,834
12,31,0,65,71,4,93,102,4,124,143,153,1,174,1,192,201,1,2,3,2,835
12,32,2,65,72,4,92,101,3,121,143,151,1,173,1,191,201,2,1,1,1,836
11,32,3,62,73,4,92,101,2,123,143,152,1,172,1,191,201,2,1,1,1,837
11,32,4,65,73,4,92,101,2,123,143,151,1,173,1,191,201,2,1,1,1,838
13,32,3,61,73,4,93,102,2,121,142,152,1,173,1,191,201,2,1,2,2,839
12,33,0,61,71,4,93,101,4,122,143,152,1,174,1,192,201,2,1,1,2,840
14,33,9,61,73,4,94,101,2,123,143,152,1,173,1,192,201,2,1,2,1,841
14,32,8,65,71,4,93,101,4,122,143,152,1,174,2,192,201,1,1,1,2,842
14,34,3,64,73,4,92,101,1,121,143,152,2,172,1,191,201,1,1,1,2,843
14,32,3,65,73,4,94,101,2,121,143,151,1,173,1,192,201,1,1,1,2,844
14,32,0,65,71,4,93,101,4,124,143,152,1,174,1,192,201,1,1,2,2,845
12,32,5,61,73,4,93,101,2,123,143,152,1,173,1,191,201,2,1,1,1,846
14,32,3,61,72,2,92,101,2,123,141,152,1,173,1,191,201,1,1,2,1,847
11,32,3,62,74,4,94,101,1,122,143,152,1,173,1,191,201,2,1,1,1,848
12,32,9,61,73,2,94,101,1,121,141,152,1,173,1,192,201,1,1,1,1,849
11,31,0,61,72,4,93,101,2,123,141,152,2,173,1,192,201,2,1,1,2,850
12,32,5,62,73,4,93,103,2,121,143,152,1,173,1,191,201,1,1,1,1,851
12,32,3,61,73,3,93,103,2,121,143,152,1,173,1,191,201,1,1,2,1,852
14,32,3,61,73,4,94,101,2,121,143,152,1,173,1,191,201,1,1,1,1,853
13,32,3,61,73,3,92,101,2,121,143,152,1,172,1,191,201,2,1,1,1,854
14,32,1,61,73,3,93,101,2,123,143,152,1,173,1,192,201,1,1,3,1,855
14,33,3,63,74,4,93,101,1,123,143,152,1,174,1,192,201,1,2,3,2,856
14,32,3,65,73,4,92,101,2,123,143,152,1,173,1,191,201,1,1,1,1,857
11,32,0,65,73,4,94,101,2,123,143,152,1,173,1,191,201,2,1,1,1,858
14,32,2,61,73,3,93,101,2,121,143,151,1,172,1,191,201,1,1,1,1,859
11,32,2,64,73,4,93,101,2,123,143,152,1,173,1,191,201,1,1,2,1,860
11,32,2,61,73,2,91,101,1,123,143,152,1,173,1,191,201,1,1,2,2,861
12,32,5,62,73,3,92,101,2,121,143,152,1,172,1,191,201,1,1,2,1,862
14,31,8,63,73,4,92,101,3,121,143,152,1,172,2,191,201,1,1,2,2,863
14,32,0,62,73,3,93,101,2,121,143,151,1,172,1,191,202,1,1,1,2,864
12,34,3,61,73,1,92,101,1,121,143,152,1,172,1,191,201,1,1,2,1,865
14,32,0,61,73,3,93,101,2,121,143,152,1,172,2,191,202,1,1,1,1,866
13,32,0,65,72,1,93,101,2,121,143,152,1,172,2,191,202,1,1,1,1,867
14,32,0,63,73,3,93,101,2,124,143,151,1,172,2,191,202,1,1,1,2,868
12,32,3,61,72,4,94,101,3,123,143,151,1,174,1,192,201,1,1,2,1,869
12,32,3,62,72,3,94,101,2,123,143,151,1,173,1,192,201,2,1,2,1,870
12,32,3,61,72,3,94,101,3,121,143,152,1,172,1,191,202,1,1,1,1,871
12,32,3,65,73,4,92,101,1,123,143,152,1,173,1,191,201,1,2,1,1,872
11,32,0,61,72,3,93,101,2,124,143,153,1,174,1,192,201,2,1,1,1,873
14,32,3,61,72,4,92,101,3,123,143,152,1,173,2,191,201,1,1,1,1,874
12,32,3,61,72,1,94,101,1,121,143,151,1,173,1,191,201,2,1,1,1,875
12,32,3,61,73,4,94,103,2,121,143,152,1,172,1,191,201,1,1,1,1,876
14,32,2,61,73,4,93,101,2,121,143,152,1,173,1,191,201,1,1,1,3,877
11,30,3,61,73,4,93,101,2,122,143,151,2,173,1,192,201,2,1,3,1,878
12,34,0,61,71,4,94,101,2,123,143,152,2,174,1,191,201,2,2,3,1,879
11,32,3,61,74,4,92,103,1,121,143,152,1,173,1,191,201,1,1,2,1,880
12,30,3,61,73,4,92,101,1,123,143,152,1,173,1,192,201,2,2,2,2,881
13,32,2,61,73,2,93,101,1,121,143,152,1,172,2,191,201,2,1,2,1,882
12,32,1,65,73,4,93,101,2,123,143,152,1,173,1,191,201,1,1,2,1,883
12,32,2,61,72,2,94,101,1,122,143,152,1,173,1,191,201,1,2,2,1,884
14,32,3,62,73,4,92,102,2,121,143,152,1,173,1,191,201,1,1,2,1,885
14,32,2,61,73,4,92,101,2,121,143,151,1,173,1,191,201,1,1,1,1,886
14,34,1,65,73,4,93,101,2,123,143,152,1,174,1,192,201,1,2,3,1,887
12,32,3,61,73,4,93,103,2,121,143,152,1,173,1,191,202,1,1,1,1,888
14,34,2,61,73,4,93,101,2,124,143,153,1,173,1,192,201,1,1,2,1,889
14,32,0,61,72,4,94,101,2,121,143,152,1,173,1,191,201,1,1,1,1,890
12,32,9,64,73,4,93,101,2,122,143,152,1,172,1,192,201,1,1,1,2,891
12,33,2,61,71,3,92,101,2,122,143,152,1,174,1,192,201,2,1,2,1,892
11,33,0,61,71,4,93,101,2,121,143,153,2,173,2,191,201,2,1,1,2,893
12,32,3,63,73,3,91,101,1,123,143,152,1,173,1,192,201,1,1,1,1,894
12,34,0,61,71,4,94,101,2,123,143,152,2,174,1,191,201,2,2,3,1,895
12,32,3,62,72,2,93,101,1,123,143,152,1,173,1,191,201,1,1,2,1,896
14,34,2,64,72,4,93,101,2,121,142,152,2,172,2,192,201,1,2,3,1,897
14,32,0,61,73,4,91,101,2,121,143,152,1,172,1,191,201,1,1,1,2,898
14,34,3,61,73,4,92,101,2,123,143,152,1,172,1,191,201,1,1,1,2,899
13,34,6,61,72,2,91,101,1,123,143,151,1,173,1,191,201,2,1,2,1,900
11,32,3,61,73,4,94,101,2,121,143,152,1,172,1,191,201,1,1,1,2,901
11,32,3,62,72,4,94,101,3,124,143,152,1,172,1,192,201,2,1,1,1,902
14,32,2,64,73,4,91,101,2,121,143,152,1,173,1,191,201,1,1,1,1,903
12,32,9,61,72,3,94,101,2,121,143,152,1,173,1,192,201,1,1,1,1,904
11,32,0,61,73,4,92,101,2,121,143,152,1,172,1,191,201,2,1,1,1,905
12,31,4,65,72,3,92,101,2,124,141,152,1,171,1,191,201,1,2,2,1,906
14,32,3,61,73,3,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,907
11,32,0,61,72,1,92,101,1,121,143,152,1,172,1,192,201,1,2,3,2,908
12,32,3,61,72,1,92,103,1,121,143,152,1,173,1,191,201,1,1,2,2,909
11,32,2,62,71,1,91,101,1,122,143,152,1,173,1,191,201,2,1,2,1,910
13,32,2,61,72,1,92,101,1,122,142,152,1,172,1,191,201,1,1,2,2,911
12,31,0,62,71,1,93,101,2,122,143,152,1,174,2,192,201,2,1,3,1,912
13,32,3,61,73,4,93,101,1,123,143,152,1,173,1,191,201,1,2,3,1,913
14,34,0,61,72,4,92,101,1,122,143,152,2,173,1,191,201,1,1,1,1,914
12,30,0,61,72,2,92,101,1,121,143,151,2,171,1,191,201,2,1,1,1,915
14,32,3,65,72,4,92,101,2,121,143,151,1,173,1,192,201,1,1,1,1,916
12,34,1,61,71,4,93,101,2,123,143,152,2,174,1,192,201,1,1,1,1,917
12,32,2,61,73,4,93,101,2,122,143,152,1,172,1,191,201,2,1,1,2,918
12,34,2,61,72,4,92,101,1,122,143,152,2,173,1,191,201,1,1,1,1,919
14,34,6,65,72,2,93,101,1,122,143,152,2,172,2,191,201,1,1,2,2,920
12,32,2,61,73,4,91,101,2,123,143,152,1,172,1,191,201,1,1,1,1,921
12,32,3,61,72,2,93,101,1,123,142,152,1,173,1,191,201,2,1,1,1,922
14,32,3,61,72,3,93,101,2,123,143,152,1,173,1,192,201,1,1,3,1,923
13,32,3,61,73,3,94,101,1,123,143,152,1,173,1,191,201,1,1,2,1,924
14,34,9,61,71,4,93,101,2,123,142,152,2,174,1,192,201,2,1,2,2,925
11,32,3,61,72,4,94,101,2,121,143,152,1,173,1,191,202,1,1,1,1,926
12,31,0,62,72,1,92,101,1,122,142,152,1,172,1,191,201,2,1,1,1,927
12,32,0,61,72,4,93,101,2,121,142,152,1,172,1,191,201,2,1,1,1,928
12,32,3,61,72,4,92,101,1,124,143,152,1,174,1,192,201,1,2,3,1,929
12,34,0,62,72,4,91,101,2,123,143,152,1,173,1,192,201,1,1,2,2,930
11,32,0,65,71,4,92,101,3,122,143,152,1,174,1,192,201,1,1,1,3,931
11,33,3,61,72,4,92,101,2,123,143,151,1,172,1,192,201,2,1,1,1,932
11,32,4,62,71,4,92,101,3,122,143,152,1,173,1,191,201,2,1,1,1,933
14,32,2,61,73,4,92,101,1,121,143,152,1,173,1,192,201,1,1,1,1,934
13,33,3,61,72,2,92,101,1,122,141,152,1,173,1,191,201,1,1,1,1,935
11,34,9,61,72,3,93,101,1,122,141,152,2,172,1,191,201,1,1,1,1,936
13,32,0,64,72,2,94,101,2,121,143,152,1,171,1,191,202,1,1,1,1,937
14,34,10,61,71,4,93,102,2,124,141,152,2,174,1,192,201,1,1,3,1,938
11,32,3,61,71,4,93,101,2,123,142,152,1,174,2,191,201,2,1,1,1,939
14,34,0,61,71,1,92,101,2,122,143,152,1,171,1,191,201,1,1,1,2,940
11,32,3,64,72,4,92,101,2,123,141,152,1,173,1,191,201,1,1,2,1,941
12,32,0,64,73,4,94,101,1,121,143,152,1,173,1,191,201,1,1,1,1,942
11,32,10,61,71,2,91,102,3,123,143,152,1,174,1,191,201,1,2,3,2,943
14,32,3,61,72,3,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,944
12,33,2,65,72,4,93,101,2,122,141,152,1,172,1,191,201,1,1,2,1,945
11,32,3,61,73,4,92,101,1,123,141,152,1,173,1,191,201,1,1,1,1,946
12,32,1,61,71,3,92,101,4,124,143,153,1,174,1,192,201,2,1,3,2,947
12,32,2,61,73,4,92,101,1,122,143,152,1,173,1,191,201,2,1,1,1,948
14,32,1,61,72,4,92,101,1,124,143,152,1,174,1,192,201,1,1,2,1,949
13,32,2,61,72,4,92,101,2,122,143,152,1,173,1,191,201,1,1,1,1,950
12,31,6,64,72,4,92,101,2,122,141,151,1,173,2,191,201,2,1,1,1,951
11,31,3,61,73,4,91,101,1,124,143,153,1,173,1,191,201,2,1,2,1,952
11,31,2,61,72,2,91,101,1,122,141,152,1,173,1,192,201,2,1,3,3,953
13,32,0,61,72,1,93,103,1,122,143,152,1,172,2,191,201,1,1,2,2,954
12,32,2,61,72,3,92,101,1,121,143,151,1,174,1,191,201,1,1,2,1,955
14,32,2,61,71,4,92,101,2,123,143,152,2,174,1,192,201,2,2,3,1,956
14,32,2,62,73,4,93,101,1,123,142,152,1,173,1,191,201,1,1,3,1,957
14,33,9,63,72,4,93,101,2,121,141,152,1,172,2,191,201,2,1,2,2,958
12,32,3,61,72,4,92,101,2,123,143,152,1,173,1,192,201,2,1,1,1,959
12,32,0,61,72,4,93,101,1,122,143,152,1,173,1,191,201,1,1,1,1,960
12,32,5,61,72,4,93,101,1,124,143,151,1,172,1,191,201,2,2,2,1,961
14,30,0,62,73,4,93,101,1,124,141,151,1,173,1,191,202,1,1,1,2,962
12,32,0,61,72,3,92,101,1,123,143,151,1,173,1,191,201,2,1,1,1,963
11,32,1,63,71,1,92,101,2,122,143,151,1,171,1,192,201,1,1,1,1,964
12,32,9,61,72,4,92,101,1,122,143,152,1,173,2,192,201,1,2,2,1,965
12,32,0,62,72,4,92,101,2,122,141,152,1,172,1,191,201,2,1,1,1,966
11,32,2,61,73,4,93,103,1,122,143,152,1,172,1,191,201,1,1,1,1,967
14,32,0,65,72,4,93,101,1,122,143,152,1,173,1,191,201,1,1,2,3,968
13,32,2,61,72,4,92,101,1,122,141,152,1,174,1,192,201,1,1,1,1,969
11,32,2,61,71,4,92,101,2,123,143,152,1,173,1,191,201,2,1,1,1,970
11,32,0,61,72,4,92,101,1,122,143,152,1,173,1,191,201,2,1,2,1,971
11,32,2,61,72,4,93,101,1,124,141,153,1,173,1,191,201,1,1,2,1,972
14,32,4,65,72,4,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,973
12,32,2,62,72,4,93,102,1,124,143,151,1,174,1,192,201,2,2,3,1,974
11,32,5,61,72,1,91,101,1,124,143,152,1,172,1,192,201,2,2,3,1,975
12,33,2,61,71,4,93,101,1,122,142,152,2,174,1,192,201,1,1,1,2,976
14,32,3,61,72,4,93,101,1,121,143,152,1,173,1,191,201,1,1,2,1,977
11,32,0,61,72,3,92,101,1,121,143,152,1,172,1,191,201,2,1,1,2,978
12,32,3,65,72,4,93,101,1,122,143,152,1,173,1,191,201,1,1,1,1,979
11,32,3,61,72,4,92,101,1,123,142,152,1,173,1,191,201,1,1,2,1,980
11,32,2,61,72,4,93,102,1,122,143,152,1,172,1,191,202,1,1,1,1,981
11,32,2,61,72,4,92,103,1,122,143,151,1,173,1,191,201,1,1,1,2,982
11,32,1,61,71,4,93,101,2,124,143,153,1,174,1,192,201,1,1,3,1,983
12,32,5,61,72,3,94,101,1,122,143,152,1,172,1,191,201,1,1,1,1,984
13,32,0,61,72,4,93,101,1,121,143,152,1,173,1,191,201,1,1,1,1,985
12,32,2,64,72,4,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,986
11,32,2,61,72,4,92,101,1,123,143,151,1,173,1,191,201,1,1,1,1,987
11,32,4,61,72,4,92,101,1,121,143,152,1,173,1,191,201,1,1,1,1,988
12,34,0,62,72,4,93,101,1,123,143,152,1,173,1,191,201,1,1,1,1,989
14,32,2,61,72,4,94,102,1,122,143,152,1,172,2,191,201,2,1,1,2,990
12,32,0,65,72,4,93,101,2,121,143,152,1,171,1,191,201,1,1,1,2,991
12,32,3,65,71,2,93,101,1,124,143,152,1,174,1,192,201,2,1,3,3,992
12,32,3,61,72,4,94,103,1,121,141,152,1,172,1,191,201,1,1,1,1,993
12,32,0,65,71,1,92,101,2,121,143,151,1,171,1,191,201,1,1,3,1,994
11,32,0,61,72,4,93,101,1,121,143,152,1,172,2,191,201,2,1,2,1,995
14,31,1,65,71,4,92,101,1,121,141,152,1,174,1,192,201,2,2,3,3,996
13,31,9,61,72,4,92,101,1,121,143,152,1,171,1,191,201,2,1,1,1,997
11,32,6,61,71,4,92,101,1,121,143,152,1,171,1,191,201,2,1,1,1,998
11,32,2,61,71,4,93,101,1,123,143,152,1,171,1,191,201,2,1,2,1,999
12,32,0,65,71,1,93,101,2,122,143,152,1,171,1,192,201,2,1,3,1,1000
