StatusExistingAcc,DurationMonth_C,CreditHistory,Purpose,CreditAmount_C,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age_C,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,score
12,1,32,9,1,62,74,2,92,101,4,121,1,143,151,1,172,1,191,201,0.566225378
12,2,32,2,2,62,73,2,92,102,4,123,1,143,151,1,173,1,191,201,0.565601074
12,3,32,3,3,62,73,2,94,101,2,123,1,143,152,1,173,1,191,201,0.565438487
12,1,34,0,1,61,74,2,93,101,3,121,2,143,152,2,172,2,191,201,0.565027654
14,1,32,1,2,62,74,3,92,101,4,123,1,143,152,1,173,1,191,201,0.564207945
14,1,34,3,1,61,75,2,94,101,2,121,1,143,151,2,173,1,191,201,0.563862297
11,1,31,2,2,61,74,3,93,101,4,123,1,141,152,1,173,1,191,201,0.563552779
11,2,32,3,3,61,74,1,94,103,1,121,1,143,152,2,173,1,192,201,0.562921701
12,1,34,6,1,64,75,4,93,101,3,124,1,143,153,2,173,2,191,201,0.562749479
14,1,34,2,3,61,75,4,93,101,4,123,1,143,152,1,173,1,192,201,0.562697993
12,1,32,3,1,65,75,4,93,101,4,122,2,143,152,1,173,1,191,201,0.56240353
13,1,34,3,1,65,73,3,93,101,4,124,2,143,153,2,173,1,192,201,0.562279482
14,2,34,3,3,61,74,4,92,101,4,123,1,143,151,1,174,1,192,201,0.562204963
12,1,32,3,1,61,75,4,92,101,4,121,1,143,152,1,173,1,191,201,0.562032892
11,1,32,3,2,61,75,3,93,101,4,121,3,143,152,1,172,1,191,201,0.561168019
11,1,31,0,1,61,74,4,93,101,4,124,1,143,153,2,172,2,191,201,0.560984958
11,2,32,3,1,61,73,4,93,101,4,124,1,143,153,1,173,1,192,201,0.56096343
11,2,32,2,2,61,74,4,92,101,4,121,1,143,151,1,173,1,191,201,0.560692452
11,1,31,0,2,62,74,2,93,101,3,123,1,141,152,1,173,1,191,201,0.560609653
12,2,33,9,2,62,75,4,93,101,2,122,2,142,152,2,173,1,191,201,0.559699467
14,1,32,3,1,65,75,4,93,101,2,123,1,143,152,2,173,1,191,201,0.558679986
14,2,32,9,3,62,74,2,93,101,2,123,1,143,152,2,173,1,192,201,0.558461698
14,1,34,3,2,64,75,2,93,101,2,123,1,143,152,1,173,1,191,201,0.558019702
14,1,32,9,2,64,75,1,91,101,2,121,1,143,152,1,173,1,192,201,0.557923053
11,2,33,3,3,61,74,3,93,101,2,122,1,141,152,2,173,2,192,201,0.557914924
14,1,32,1,2,64,73,2,92,101,4,123,1,143,151,1,173,1,192,201,0.557763778
14,1,32,3,1,61,73,1,93,101,4,122,2,143,152,1,173,1,192,202,0.557418732
14,2,32,9,3,65,75,3,93,101,2,122,2,143,152,2,173,1,191,201,0.556900562
12,3,32,6,3,61,73,4,93,101,4,124,2,143,153,1,173,1,191,201,0.556520289
14,2,33,3,3,61,73,4,92,101,4,121,1,143,152,2,173,1,191,201,0.556143027
11,1,32,0,1,65,74,4,92,101,4,124,1,143,151,1,173,1,191,201,0.555752216
14,1,32,0,2,63,74,1,92,101,2,123,1,141,152,1,174,1,191,201,0.555475366
12,1,32,3,1,61,75,4,93,101,4,123,1,143,152,1,173,2,191,201,0.555237658
11,1,34,2,2,61,73,1,91,101,4,121,2,143,151,1,174,1,192,201,0.554784672
14,2,34,1,3,62,73,2,92,101,4,123,1,141,151,2,172,1,191,201,0.554683507
12,1,32,2,2,65,75,1,92,101,2,122,1,141,152,1,173,1,192,201,0.554312116
14,3,32,0,3,65,73,4,93,101,4,124,1,143,153,1,173,2,192,201,0.554073655
11,1,31,6,1,61,75,4,92,101,4,124,2,143,153,1,173,1,191,201,0.553906853
11,1,32,2,2,65,73,2,94,101,4,123,1,143,152,1,173,1,191,201,0.553740653
14,1,31,9,1,61,74,4,93,101,4,123,3,141,152,1,173,1,192,201,0.552947289
14,1,34,2,1,63,74,3,92,101,4,123,2,143,151,1,173,1,192,201,0.552730506
14,1,34,2,1,61,74,4,93,101,3,122,2,143,152,2,173,1,191,201,0.552681128
14,1,34,1,2,61,75,4,92,101,2,123,2,143,151,2,174,1,192,201,0.552565962
14,1,34,0,2,61,73,4,93,101,4,123,2,143,152,3,173,1,192,201,0.552532993
14,1,32,4,1,63,73,1,91,101,4,121,3,143,152,1,173,1,191,201,0.552473679
14,2,33,0,3,61,75,2,93,101,2,123,2,143,152,2,173,2,192,201,0.55242701
11,1,32,3,1,61,75,4,93,101,4,121,3,142,152,1,172,1,191,201,0.552072781
14,1,32,6,1,61,75,4,93,101,4,123,2,141,152,1,172,2,191,201,0.551970412
14,2,34,3,2,61,75,4,93,101,2,123,1,143,152,2,173,1,191,201,0.55177064
14,1,32,5,1,63,74,2,94,101,4,121,1,143,151,1,172,1,191,201,0.5516624
14,1,31,3,1,62,75,4,93,101,4,123,1,141,152,1,172,2,191,201,0.55147693
14,1,32,9,2,61,74,1,93,101,4,121,3,143,152,1,172,1,191,201,0.551393529
14,1,32,0,1,65,74,4,92,101,4,122,1,143,151,1,173,1,191,201,0.550300733
14,1,34,3,1,61,74,1,92,101,2,123,1,143,151,2,173,1,192,201,0.550262495
12,1,32,0,1,61,75,4,93,101,4,123,2,141,152,1,172,2,191,201,0.550240365
11,1,33,0,3,61,73,3,93,101,4,124,3,143,153,2,173,2,191,201,0.550060466
11,1,34,2,1,61,73,2,91,101,3,122,1,143,152,2,173,1,191,201,0.549805746
11,2,34,1,3,61,74,4,93,101,4,123,1,143,152,2,173,1,192,201,0.549678386
12,2,32,3,2,62,73,4,93,103,4,122,1,143,151,1,173,1,191,201,0.548822396
12,1,33,0,1,65,73,4,92,101,4,123,2,143,151,2,173,1,192,201,0.548791083
11,2,33,9,2,61,74,2,93,101,1,123,1,143,152,2,173,1,192,201,0.548772415
12,2,33,9,3,61,73,2,91,101,2,121,1,142,152,2,174,1,192,201,0.548380852
12,2,32,0,3,65,74,1,92,101,2,123,1,143,152,1,173,1,191,201,0.547689104
12,1,32,2,3,65,73,1,92,101,4,122,2,143,152,1,172,1,192,201,0.54762151
11,1,32,3,2,61,73,2,92,101,4,123,1,143,152,1,173,1,191,201,0.546943311
12,1,32,0,2,61,74,3,93,101,4,122,1,143,151,1,173,2,192,201,0.54658833
12,1,33,10,2,61,73,2,93,101,3,123,1,141,152,2,173,1,192,201,0.546553705
12,1,33,3,3,61,74,2,93,101,4,122,3,143,152,1,173,1,191,201,0.546513961
14,1,34,9,1,65,75,4,93,101,4,124,3,143,151,1,172,1,191,201,0.546391268
11,1,32,0,1,61,73,2,92,101,4,123,1,143,151,1,173,1,191,201,0.545424327
14,1,32,0,3,65,73,2,93,101,4,123,3,143,151,2,173,1,191,201,0.545294258
11,1,32,3,1,61,74,3,93,101,4,121,3,143,152,1,173,1,191,201,0.544911576
14,1,34,1,2,61,74,4,93,101,3,123,2,143,152,2,173,1,192,201,0.544890801
14,2,34,2,3,61,72,2,92,101,4,122,1,143,151,2,173,1,192,201,0.544283508
14,1,34,0,2,62,74,4,94,101,3,122,1,143,152,2,173,1,192,201,0.543693077
14,1,32,3,2,63,75,3,91,101,2,123,1,143,152,1,174,1,192,201,0.543542082
14,1,32,3,2,64,74,2,91,101,4,121,3,143,152,1,172,1,191,201,0.543519801
14,1,33,2,3,62,73,2,93,101,3,122,2,143,152,2,173,1,191,201,0.541916964
11,1,32,3,1,61,73,2,93,101,4,121,1,143,151,1,172,2,191,201,0.540813932
14,1,34,2,2,61,74,2,93,101,2,122,1,143,152,2,172,1,191,201,0.540394216
13,1,32,0,1,61,75,3,92,101,2,123,1,143,152,1,174,1,191,201,0.5401681
12,1,34,9,2,65,74,4,93,101,3,124,1,143,152,2,173,2,192,201,0.539987297
14,1,34,0,2,61,74,2,93,101,2,122,1,141,152,2,173,1,191,201,0.539587152
11,2,32,1,3,61,74,4,93,101,3,122,1,143,152,1,173,2,191,201,0.539043991
14,1,30,3,1,61,75,4,94,101,4,123,2,143,152,1,172,1,191,201,0.538553972
11,1,32,2,1,61,73,2,92,101,4,123,1,143,151,1,173,1,191,201,0.538455065
14,1,33,9,2,65,73,4,93,101,4,121,1,143,152,2,173,2,192,201,0.538421042
14,2,32,3,2,63,75,4,93,101,2,123,1,141,152,1,174,1,191,201,0.538183936
14,1,34,0,2,65,72,2,91,101,4,121,2,143,152,2,173,1,192,201,0.537790867
14,1,32,2,2,61,75,4,93,101,2,121,3,143,152,2,173,1,191,201,0.537757747
14,1,32,2,2,63,75,4,93,101,3,124,1,143,151,1,173,1,192,201,0.537561138
11,1,32,0,1,61,74,2,91,101,3,123,2,143,152,1,173,1,191,201,0.537533739
12,1,33,3,1,62,74,3,92,101,2,122,1,143,151,2,173,1,192,201,0.537504834
14,2,32,1,2,63,73,4,93,101,4,123,1,143,152,1,173,1,191,201,0.537136003
14,1,32,2,2,63,73,2,92,101,4,123,1,143,151,1,173,1,191,201,0.537050494
14,2,32,6,1,61,73,4,93,101,4,124,2,142,153,1,173,1,192,201,0.536605788
12,1,32,3,1,61,75,4,93,101,3,123,2,143,152,1,173,2,191,201,0.536072864
12,1,34,9,2,63,73,2,93,101,4,123,1,141,152,1,173,1,191,201,0.535975613
12,1,32,2,2,65,74,2,93,101,3,123,2,143,152,1,173,1,192,201,0.535500498
11,1,32,2,2,65,74,4,93,101,4,123,2,143,152,1,173,1,192,201,0.535318641
11,1,32,0,3,61,74,2,93,102,3,122,1,143,152,1,173,1,192,201,0.535099149
11,2,34,2,3,65,74,4,93,101,4,122,1,143,152,2,174,1,192,201,0.534563966
14,2,33,9,2,61,73,2,92,101,2,123,1,143,152,2,173,1,192,201,0.534227803
11,1,32,3,1,61,73,4,92,101,4,123,1,141,151,2,173,1,191,201,0.533224882
12,1,32,9,1,62,74,3,93,101,4,121,2,143,152,1,172,1,191,201,0.533211182
12,1,34,9,1,65,73,4,94,101,4,121,1,141,152,2,173,1,191,201,0.533173697
14,1,32,2,1,61,73,4,93,101,4,124,2,141,153,2,173,1,191,201,0.532180712
14,1,32,0,1,61,73,2,92,101,4,123,3,143,152,1,173,1,192,201,0.532143678
14,1,32,3,1,63,75,4,93,101,3,122,2,142,152,1,173,1,192,201,0.531865474
12,1,33,2,3,61,75,4,91,101,3,124,2,143,152,1,174,1,192,201,0.531758437
11,2,32,3,2,61,73,4,91,101,4,123,1,143,151,1,173,1,191,201,0.531661337
14,1,32,4,1,63,74,4,93,101,3,122,2,143,152,2,173,1,192,201,0.531363863
11,1,34,2,2,61,73,4,92,101,4,121,1,143,151,2,173,1,191,201,0.530747537
14,2,32,3,2,65,73,4,92,101,4,123,1,143,152,1,173,1,191,201,0.530719536
12,1,32,9,3,61,75,1,93,102,1,121,1,141,152,1,174,1,192,201,0.530304789
12,1,33,3,1,61,73,4,94,102,4,121,1,143,151,2,173,1,191,201,0.53008635
11,1,32,0,3,61,75,1,93,101,4,124,3,141,152,1,174,1,192,201,0.529960044
11,1,31,3,1,61,74,4,93,103,4,123,1,141,151,1,172,1,191,201,0.529824555
14,1,34,3,1,61,73,4,93,101,4,124,2,143,153,2,173,1,192,201,0.529224338
14,1,34,0,3,61,73,1,93,101,4,122,2,143,152,2,172,1,191,201,0.529113689
14,1,34,0,1,62,74,4,92,101,3,123,3,143,152,2,173,1,192,201,0.529093365
12,2,32,1,3,61,72,1,94,101,4,123,1,143,151,1,174,1,192,201,0.52878731
14,1,33,1,3,61,74,3,93,101,3,123,2,143,152,2,172,1,192,201,0.528759911
12,1,31,0,1,62,74,2,93,101,3,124,1,143,152,1,173,1,191,201,0.528660402
11,2,32,9,3,61,72,3,92,101,4,122,1,143,151,1,173,1,191,201,0.528453856
14,1,32,3,2,65,75,4,93,101,3,122,2,143,152,1,173,1,192,201,0.528349981
12,2,32,3,2,62,73,4,92,102,4,124,3,143,153,1,173,1,191,201,0.527883898
12,1,34,3,1,61,75,4,93,101,2,122,2,143,152,2,172,1,191,201,0.527807874
12,1,33,9,2,65,75,4,93,101,2,122,2,143,152,2,173,1,191,201,0.527645739
14,1,32,0,2,64,74,2,92,101,3,123,1,143,151,1,173,1,191,201,0.527171828
14,2,34,1,3,61,74,3,93,101,2,123,2,143,152,2,174,1,192,201,0.527033779
12,1,31,6,1,61,74,4,92,101,4,124,1,141,153,1,172,1,191,201,0.5268456
11,1,32,8,1,61,74,4,94,101,4,122,1,143,151,1,173,1,191,201,0.526841234
13,1,34,0,1,63,74,4,94,101,2,121,1,143,152,3,173,1,192,201,0.526462466
12,2,34,0,2,61,72,4,91,101,4,123,1,143,152,2,173,1,191,201,0.526358591
14,1,32,3,1,62,73,4,93,101,4,123,1,143,151,1,174,1,192,201,0.526190434
14,1,32,2,1,61,74,3,92,101,4,121,1,143,152,1,172,1,191,201,0.526055547
11,1,32,3,2,61,73,4,93,101,4,124,3,143,153,2,173,1,191,201,0.525874744
12,1,34,6,3,61,72,2,92,101,4,124,1,143,153,2,173,1,192,201,0.525619724
11,1,32,2,3,61,75,4,93,101,4,124,3,143,153,1,174,1,192,201,0.525328723
11,1,30,0,1,61,73,4,93,101,4,123,2,141,152,2,173,1,191,201,0.524998581
12,1,32,3,1,61,73,4,92,103,4,121,2,143,152,2,173,1,192,201,0.524896212
12,1,32,3,1,61,74,4,93,103,3,121,1,143,152,2,173,1,191,202,0.524783605
11,1,30,5,1,61,74,4,93,101,3,121,1,143,152,2,173,1,191,201,0.52473242
12,1,32,1,2,61,73,1,94,101,3,123,1,143,151,1,173,1,192,201,0.524042329
14,2,32,0,2,65,73,4,93,101,4,121,2,143,152,1,173,1,191,201,0.523707219
11,1,32,1,2,61,73,3,93,103,4,124,3,141,152,1,173,2,192,201,0.523469962
14,1,34,3,1,65,75,4,92,101,2,121,2,143,152,2,173,1,192,201,0.523381141
11,2,32,1,2,61,73,4,91,101,4,122,2,143,152,1,174,1,192,201,0.522582809
14,1,32,1,1,63,73,2,93,101,4,122,3,143,151,1,173,1,191,201,0.522510097
11,1,34,1,1,61,75,4,93,101,3,121,3,143,152,1,173,1,191,201,0.521651095
11,2,32,3,3,65,74,4,92,101,3,123,1,143,152,1,174,1,192,201,0.52145855
12,2,32,0,3,65,73,1,93,101,4,124,2,143,153,1,173,1,192,201,0.521424377
12,1,32,0,1,61,74,2,94,101,3,123,1,141,152,1,172,1,191,201,0.521310716
14,2,34,3,2,65,75,4,93,101,2,123,3,143,152,1,173,1,192,201,0.521014898
12,1,33,9,3,62,74,4,93,101,4,123,2,143,151,1,174,1,192,201,0.520841623
11,1,30,2,2,61,72,1,92,101,4,122,1,143,151,1,173,1,191,201,0.520612947
14,1,32,3,2,61,73,2,93,101,4,123,3,143,152,1,173,1,192,201,0.520079722
11,1,34,0,1,61,74,4,93,102,3,122,2,143,152,2,173,1,192,201,0.519977051
11,2,32,2,2,61,75,4,93,101,2,123,2,143,152,1,173,2,191,201,0.519950254
12,1,34,0,1,64,73,4,92,101,4,123,2,143,152,2,173,1,191,201,0.519805733
12,2,33,9,3,65,73,4,93,101,4,124,2,143,153,1,173,2,192,201,0.519665426
12,1,34,0,2,63,74,3,91,101,3,123,2,143,152,1,174,1,192,201,0.519606262
12,3,33,3,3,65,73,2,93,101,2,124,1,143,153,1,174,1,191,201,0.519398512
12,2,32,6,3,62,73,1,93,101,4,124,2,143,153,1,173,2,192,201,0.519141535
14,1,33,2,1,64,74,3,92,101,2,122,1,143,152,2,173,1,191,201,0.518951549
14,2,32,3,2,61,75,4,93,101,2,123,1,143,152,1,173,1,191,201,0.518424947
14,1,32,3,2,63,75,3,93,101,2,123,1,143,152,1,173,2,192,201,0.51829006
14,1,34,6,1,63,75,4,93,101,2,123,3,143,152,2,173,1,192,201,0.518285243
12,2,30,9,3,62,73,4,92,101,4,123,1,143,151,2,172,1,191,201,0.518252575
11,2,30,9,3,65,72,2,93,101,3,123,1,141,152,3,173,1,191,201,0.518193712
11,2,32,2,2,61,73,1,93,103,2,122,2,143,152,1,173,2,191,201,0.518169023
12,1,34,2,2,64,74,3,93,101,2,123,1,143,152,2,173,1,192,201,0.517094444
14,1,32,0,3,61,73,1,93,101,4,122,2,143,152,1,172,2,191,201,0.516480678
12,2,32,6,2,61,74,3,93,101,1,123,1,143,152,2,173,2,191,201,0.516454333
13,1,31,3,1,64,73,3,92,101,3,121,2,143,151,2,173,1,191,201,0.516384179
12,1,34,3,2,65,74,4,93,103,2,121,2,141,152,3,173,1,192,201,0.516356479
11,2,34,2,2,61,73,3,94,101,2,122,2,143,152,2,173,1,192,201,0.515686561
14,1,34,2,1,61,72,2,92,101,4,122,1,143,151,2,172,1,191,201,0.515444938
14,1,32,4,1,61,72,1,92,101,4,121,1,143,151,1,173,1,192,201,0.515214155
11,1,32,2,2,61,72,1,92,101,4,123,1,143,151,1,173,1,191,201,0.515125936
13,1,31,3,1,65,74,4,93,101,4,123,2,141,152,1,172,1,191,201,0.514442619
11,1,34,0,1,61,74,4,92,101,3,122,2,143,152,2,173,1,191,202,0.513424795
12,1,33,5,1,64,73,3,94,101,3,122,3,142,152,2,173,1,191,201,0.513300747
11,1,32,0,1,65,75,4,92,101,2,123,1,141,152,1,173,1,191,201,0.513028263
14,2,34,1,3,65,74,2,93,101,1,124,2,143,153,2,173,1,192,201,0.51288344
13,1,32,0,1,61,74,4,93,101,3,124,2,141,153,1,173,2,191,201,0.51270068
12,1,32,2,3,61,74,3,91,101,3,123,2,143,152,1,173,1,192,201,0.511871486
14,1,32,0,2,65,75,4,93,101,3,123,3,143,152,1,173,1,192,201,0.511608637
11,1,32,2,2,61,75,4,93,101,2,122,2,143,151,1,174,1,192,201,0.511408264
14,1,32,2,2,61,73,3,93,101,4,121,2,143,152,1,173,1,192,201,0.51124101
11,1,31,0,1,61,71,1,92,102,4,124,1,143,151,2,171,1,191,201,0.510182388
12,1,34,3,1,62,72,4,93,101,4,124,2,141,152,2,173,2,191,201,0.509946938
13,2,32,3,3,61,75,4,93,101,2,123,1,143,152,1,173,1,191,201,0.509436896
11,1,34,5,1,61,71,2,92,101,4,124,3,143,153,3,171,2,191,201,0.509301106
12,1,32,9,2,62,75,4,91,101,2,123,3,141,151,2,172,1,191,201,0.509117293
14,1,32,3,1,62,74,4,94,101,3,122,1,143,152,1,173,1,192,201,0.508974427
14,1,34,2,2,61,72,1,92,101,3,121,1,143,151,2,173,1,191,201,0.508634499
11,1,32,0,1,65,73,4,92,101,4,121,1,143,151,1,173,1,191,201,0.508360209
13,1,32,3,1,62,75,4,92,101,2,124,2,143,153,1,173,1,192,201,0.508298787
11,2,30,2,3,61,73,2,91,103,2,121,1,143,152,2,173,1,191,201,0.507398838
13,1,32,3,1,61,73,3,94,101,4,121,1,143,151,1,173,1,191,201,0.507293759
14,1,34,2,1,65,73,1,94,101,2,122,1,143,152,2,173,1,191,201,0.507159775
14,1,32,1,3,65,73,1,93,101,3,123,1,143,152,1,173,1,191,201,0.506975209
14,1,34,6,2,61,74,2,93,101,3,121,2,143,152,1,172,2,191,201,0.506866366
14,1,32,0,1,64,74,4,92,101,3,123,1,143,152,1,173,2,192,201,0.506783717
11,1,32,0,2,62,74,4,93,101,3,123,1,143,152,1,174,2,192,201,0.506212103
12,2,32,0,3,62,74,3,93,101,2,122,1,143,152,1,173,1,191,201,0.505400222
14,1,32,1,2,62,72,1,92,101,4,123,1,143,152,1,173,1,192,201,0.505259615
12,2,33,6,3,62,74,2,93,101,3,124,1,143,151,1,173,1,192,201,0.505063607
12,2,31,9,2,62,74,4,93,101,2,123,1,143,152,1,173,1,191,201,0.505041929
14,2,34,3,2,65,75,4,93,101,1,121,2,143,152,1,173,1,192,201,0.504919085
14,1,34,3,1,65,75,4,92,101,3,122,1,141,152,1,172,2,191,201,0.504660301
14,2,31,9,2,61,73,1,92,101,1,121,1,142,152,1,173,1,191,201,0.504601739
14,1,34,3,1,61,74,4,94,103,2,123,1,143,152,2,173,1,192,201,0.503446468
12,2,34,9,3,61,74,2,92,101,1,121,2,141,152,2,172,1,191,201,0.502939889
12,1,32,2,1,64,72,1,92,101,4,121,1,143,151,1,172,1,191,201,0.502756226
12,2,33,10,3,62,71,2,93,101,4,124,1,143,153,1,174,1,192,201,0.502689987
12,1,32,0,2,61,73,3,92,101,4,122,1,143,151,1,172,1,192,201,0.502322962
14,1,34,0,2,61,73,4,92,101,4,123,2,143,152,1,173,1,192,201,0.501695948
14,2,32,6,3,65,73,2,93,101,4,124,2,143,153,1,172,2,192,201,0.501290835
13,1,34,6,1,61,73,2,92,101,4,122,3,143,152,1,172,1,191,201,0.501189068
14,1,34,3,3,61,72,3,94,101,3,124,2,143,153,3,173,1,192,201,0.501163626
14,1,32,1,2,65,72,1,92,101,4,121,1,143,151,1,173,1,191,201,0.500905595
12,2,32,3,2,65,74,4,93,101,1,123,2,143,152,2,173,2,192,201,0.500814064
14,1,34,0,3,65,75,4,93,101,4,124,1,143,153,1,174,1,192,201,0.500661564
13,1,32,2,2,61,72,2,92,101,4,123,1,143,152,1,173,1,191,201,0.499520594
14,2,32,1,3,61,73,2,93,101,2,124,1,143,153,1,174,1,192,201,0.499504486
11,2,32,2,2,61,72,2,91,101,4,122,1,143,152,1,172,1,191,201,0.49924254
14,2,32,1,3,62,75,4,93,101,2,123,2,143,152,1,174,1,192,201,0.498775554
11,1,32,0,2,64,73,1,93,101,3,122,1,143,152,1,173,2,191,201,0.498699831
14,1,32,9,1,62,73,3,92,101,4,122,1,143,151,1,172,1,191,201,0.497679597
14,1,32,9,1,61,74,3,92,101,2,123,1,143,152,2,173,1,191,201,0.497529806
11,1,31,2,2,63,73,4,93,101,4,121,1,142,152,1,173,1,192,201,0.49697671
12,1,32,2,1,61,73,3,92,101,4,121,1,143,152,1,173,1,191,201,0.496964064
14,1,34,3,2,61,73,2,92,101,2,123,1,143,152,2,173,1,191,201,0.496873437
14,1,32,1,3,61,74,3,93,101,3,123,2,143,152,1,174,1,192,201,0.496667042
14,1,34,3,2,65,73,1,93,101,2,121,1,143,152,2,173,2,191,201,0.496398622
12,2,32,3,3,61,73,2,92,101,2,121,1,143,152,1,173,1,191,201,0.496130655
12,2,33,3,1,62,72,4,93,101,3,124,1,142,152,2,174,1,191,201,0.49591041
14,1,34,0,1,61,72,4,92,101,4,123,2,143,152,2,174,1,191,201,0.495823094
14,1,34,0,1,61,73,4,92,101,3,121,2,143,152,2,173,1,191,201,0.495455618
14,1,34,3,1,64,73,4,93,101,3,121,2,143,152,2,173,1,191,201,0.494216946
14,1,34,3,1,65,73,4,93,101,3,122,1,143,152,2,173,1,192,201,0.494012206
11,1,31,3,1,61,72,3,93,102,4,124,2,141,153,1,174,1,192,201,0.493871448
11,1,31,2,2,63,73,4,93,101,4,121,1,142,152,1,173,1,192,201,0.493444958
11,1,34,1,3,61,71,2,93,101,4,124,3,143,153,2,174,1,192,201,0.493437281
12,1,32,6,1,65,73,4,93,101,4,124,3,143,153,1,173,1,191,201,0.493295619
11,1,34,3,1,61,73,4,93,101,4,121,1,143,152,2,172,1,191,201,0.492961563
14,1,32,3,1,61,74,4,93,101,2,123,1,143,151,2,174,2,192,201,0.492724005
